kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds
雰,12,1341,junior high,N1,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '刀': 'http:////jisho.org/search/%E5%88%80%20%23kanji', '雨': 'http:////jisho.org/search/%E9%9B%A8%20%23kanji'}",{'雨': 'rain'},,{'フン': 'http:////jisho.org/search/%E9%9B%B0%20%E3%81%B5%E3%82%93'},"[""雰囲気  【フンイキ】  atmosphere, mood, ambience, ambiance, aura, feel, a certain air, presence, special aura, something (about someone), (Earth's) atmosphere"", '雰囲気美人  【フンイキビジン】  woman who is not traditionally beautiful yet somehow very attractive, woman with an aura of beauty']",
噴,15,1270,junior high,N1,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '十': 'http:////jisho.org/search/%E5%8D%81%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '貝': 'http:////jisho.org/search/%E8%B2%9D%20%23kanji'}","{'口': 'mouth, opening'}",{'フン': 'http:////jisho.org/search/%E5%99%B4%20%E3%81%B5%E3%82%93'},{'ふ.く': 'http:////jisho.org/search/%E5%99%B4%20%E3%81%B5%E3%81%8F'},"['噴煙  【フンエン】  (eruption of) smoke', '噴火  【フンカ】  eruption, volcanic eruption', '暴噴  【ボウフン】  blowout (oil well, gas field, etc.)', '自噴  【ジフン】  gushing forth (e.g. oil well), natural emergence (e.g. spring water)']","['噴く  【ふく】  to emit, to spout']"
墳,15,1822,junior high,N1,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '十': 'http:////jisho.org/search/%E5%8D%81%20%23kanji', '土': 'http:////jisho.org/search/%E5%9C%9F%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '貝': 'http:////jisho.org/search/%E8%B2%9D%20%23kanji'}",{'土': 'earth'},,{'フン': 'http:////jisho.org/search/%E5%A2%B3%20%E3%81%B5%E3%82%93'},"['墳墓  【フンボ】  grave, tomb', '墳丘  【フンキュウ】  tumulus, grave mound', '前方後円墳  【ゼンポウコウエンフン】  keyhole-shaped tumulus (form of ancient Imperial grave)', '方墳  【ホウフン】  flat-topped burial mound']",
憤,15,1863,junior high,N1,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '十': 'http:////jisho.org/search/%E5%8D%81%20%23kanji', '忙': 'http:////jisho.org/search/%E5%BF%99%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji', '目': 'http:////jisho.org/search/%E7%9B%AE%20%23kanji', '貝': 'http:////jisho.org/search/%E8%B2%9D%20%23kanji'}","{'心 (忄, ⺗)': 'heart'}",{'フン': 'http:////jisho.org/search/%E6%86%A4%20%E3%81%B5%E3%82%93'},{'いきどお.る': 'http:////jisho.org/search/%E6%86%A4%20%E3%81%84%E3%81%8D%E3%81%A9%E3%81%8A%E3%82%8B'},"['憤慨  【フンガイ】  indignation, resentment', '憤激  【フンゲキ】  fury', '公憤  【コウフン】  public indignation, anger (as a citizen)', '痛憤  【ツウフン】  strong indignation']","['憤る  【いきどおる】  to be angry, to resent, to be enraged, to be indignant']"
奮,16,1521,grade 6,N1,"{'大': 'http:////jisho.org/search/%E5%A4%A7%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji', '隹': 'http:////jisho.org/search/%E9%9A%B9%20%23kanji'}","{'大': 'big, very'}",{'フン': 'http:////jisho.org/search/%E5%A5%AE%20%E3%81%B5%E3%82%93'},{'ふる.う': 'http:////jisho.org/search/%E5%A5%AE%20%E3%81%B5%E3%82%8B%E3%81%86'},"['奮闘  【フントウ】  hard struggle, strenuous effort', '奮起  【フンキ】  stirring, rousing oneself', '性的興奮  【セイテキコウフン】  sexual arousal, sexual excitation']","[""奮う  【ふるう】  to muster (e.g. one's courage), to call forth, to rouse up, to be enlivened, to be invigorated""]"
分,4,24,grade 2,,"{'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '刀': 'http:////jisho.org/search/%E5%88%80%20%23kanji'}","{'刀 (刂)': 'knife, sword'}","{'ブン': 'http:////jisho.org/search/%E5%88%86%20%E3%81%B6%E3%82%93', 'フン': 'http:////jisho.org/search/%E5%88%86%20%E3%81%B5%E3%82%93', 'ブ': 'http:////jisho.org/search/%E5%88%86%20%E3%81%B6'}","{'わ.ける': 'http:////jisho.org/search/%E5%88%86%20%E3%82%8F%E3%81%91%E3%82%8B', 'わ.け': 'http:////jisho.org/search/%E5%88%86%20%E3%82%8F%E3%81%91', 'わ.かれる': 'http:////jisho.org/search/%E5%88%86%20%E3%82%8F%E3%81%8B%E3%82%8C%E3%82%8B', 'わ.かる': 'http:////jisho.org/search/%E5%88%86%20%E3%82%8F%E3%81%8B%E3%82%8B', 'わ.かつ': 'http:////jisho.org/search/%E5%88%86%20%E3%82%8F%E3%81%8B%E3%81%A4'}","[""分  【ブン】  part, segment, share, ration, rate, degree, one's lot, one's status, relation, duty, kind, lot, relationship, connection, correspondence, in proportion to, just as much as"", '分化  【ブンカ】  specialization, specialisation, differentiation', ""応分  【オウブン】  according to one's abilities, appropriate, reasonable"", '細分  【サイブン】  subdivision (into small parts)', '分  【フン】  minute (unit of time), fun (one tenth of a monme, 5.787 grains)', '分別  【フンベツ】  discretion, prudence, good sense, judgement, judgment, wisdom, discernment', '毎分  【マイフン】  every minute, per minute', '壊変毎分  【カイヘンマイフン】  disintegration per minute, dpm', '分  【ブ】  one-tenth, one percent (one-tenth of a wari), 3 mm (one-tenth of a sun), 2.4 mm (one-tenth of a mon, a traditional unit used to measure shoe sizes), 0.1 degree (one-tenth of a do, used to measure body temperature on any temperature scale), one-quarter of a ryou (obsolete unit of currency), thickness, advantageous circumstances, one-tenth of a monme of silver', ""分  【ブン】  part, segment, share, ration, rate, degree, one's lot, one's status, relation, duty, kind, lot, relationship, connection, correspondence, in proportion to, just as much as"", '一分  【イチブ】  one tenth, one hundredth, one percent, one tenth of a sun, one quarter ryou (an old coin)', '節分  【セツブン】  last day of winter in the traditional Japanese calendar (usually February 3 or 4), holiday for end of winter (accompanied by a bean scattering ceremony), last day of any season (according to the traditional Japanese calendar)']","[""分ける  【わける】  to divide (into), to split (into), to part, to separate, to divide up, to classify, to sort out, to divide out, to share, to distribute, to deal out, to dish out, to distinguish, to discriminate, to differentiate (between), to break up (a fight), to mediate, to call a draw, to tie, to push one's way through (a crowd), to sell"", '分け  【わけ】  sharing, division, draw, tie', ""分ける  【わける】  to divide (into), to split (into), to part, to separate, to divide up, to classify, to sort out, to divide out, to share, to distribute, to deal out, to dish out, to distinguish, to discriminate, to differentiate (between), to break up (a fight), to mediate, to call a draw, to tie, to push one's way through (a crowd), to sell"", '申し訳  【もうしわけ】  apology, excuse', '追分  【おいわけ】  forked road', '分かれる  【わかれる】  to branch, to fork, to diverge, to separate, to split, to divide, to disperse, to scatter', '分かる  【わかる】  to understand, to comprehend, to grasp, to see, to get, to follow, to become clear, to be known, to be discovered, to be realized, to be realised, to be found out, I know!, I think so too!', '分かつ  【わかつ】  to divide, to separate, to share, to distribute, to distinguish']"
文,4,190,grade 1,N4,{'文': 'http:////jisho.org/search/%E6%96%87%20%23kanji'},"{'文': 'script, literature'}","{'ブン': 'http:////jisho.org/search/%E6%96%87%20%E3%81%B6%E3%82%93', 'モン': 'http:////jisho.org/search/%E6%96%87%20%E3%82%82%E3%82%93'}","{'ふみ': 'http:////jisho.org/search/%E6%96%87%20%E3%81%B5%E3%81%BF', 'あや': 'http:////jisho.org/search/%E6%96%87%20%E3%81%82%E3%82%84'}","['文  【ブン】  sentence, composition, text, writings, the literary arts (as opposed to the military arts), academia, literature, statement', '文化  【ブンカ】  culture, civilization, civilisation, Bunka era (1804.2.11-1818.4.22)', '公文  【コウブン】  official document, archives', '異文  【イブン】  variant (in a manuscript or book), part of a text that differs from other versions', '文  【モン】  mon, one-thousandth of a kan (unit of currency 1336-1870), 2.4 cm (traditional unit used to measure shoe sizes), letter, character, sentence, scripture, incantation', '文句  【モンク】  complaint, grumbling, objection, phrase, words, expression', '人文  【ジンブン】  humanity, civilization, civilisation, culture', '縄文  【ジョウモン】  straw-rope pattern pressed into earthenware, Jōmon period (ca. 10000-300 BCE)']","['文  【ふみ】  letter, writings', '文香  【ふみこう】  scented insert (to enclose with a letter), perfumed insert', '雁の文  【かりのふみ】  (a) letter', ""綾  【あや】  figure, design, twill weave, pattern of diagonal stripes, style (of writing), figure (of speech), design, plot, plan, minor market fluctuation, technical correction, cat's cradle, lease rod (in a loom)"", '文無鳥  【あやなしどり】  lesser cuckoo (Cuculus poliocephalus)', ""言葉は身の文  【ことばはみのあや】  words betray one's character""]"
聞,14,319,grade 2,N5,"{'耳': 'http:////jisho.org/search/%E8%80%B3%20%23kanji', '門': 'http:////jisho.org/search/%E9%96%80%20%23kanji'}",{'耳': 'ear'},"{'ブン': 'http:////jisho.org/search/%E8%81%9E%20%E3%81%B6%E3%82%93', 'モン': 'http:////jisho.org/search/%E8%81%9E%20%E3%82%82%E3%82%93'}","{'き.く': 'http:////jisho.org/search/%E8%81%9E%20%E3%81%8D%E3%81%8F', 'き.こえる': 'http:////jisho.org/search/%E8%81%9E%20%E3%81%8D%E3%81%93%E3%81%88%E3%82%8B'}","['聞香  【ブンコウ】  smelling incense, savoring incense, distinguishing incense by smell, incense-smelling party', '聞知  【ブンチ】  learn of', 'スポーツ新聞  【スポーツシンブン】  sports newspaper', '壁新聞  【カベシンブン】  wall newspaper, wall poster', '聞香  【ブンコウ】  smelling incense, savoring incense, distinguishing incense by smell, incense-smelling party', '聞法  【モンボウ】  hearing the teachings of Buddha', '奏聞  【ソウモン】  reporting to the Emperor', '声聞  【ショウモン】  sravaka (disciple of Buddha), adherent of Hinayana Buddhism']","['聞く  【きく】  to hear, to listen (e.g. to music), to ask, to enquire, to query, to learn of, to hear about, to follow (advice), to comply with, to smell (esp. incense), to sample fragrance', '聞くだけ野暮  【きくだけやぼ】  asking would be rude, tasteless question', '聞こえる  【きこえる】  to be heard, to be audible, to be said to be, to be reputed']"
丙,5,,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '人': 'http:////jisho.org/search/%E4%BA%BA%20%23kanji', '冂': 'http:////jisho.org/search/%E5%86%82%20%23kanji'}",{'一': 'one'},{'ヘイ': 'http:////jisho.org/search/%E4%B8%99%20%E3%81%B8%E3%81%84'},{'ひのえ': 'http:////jisho.org/search/%E4%B8%99%20%E3%81%B2%E3%81%AE%E3%81%88'},"['丙  【ヘイ】  third in rank, third sign of the Chinese calendar', '丙寅  【ヒノエトラ】  third of the sexagenary cycle', '甲乙丙  【コウオツヘイ】  ABC, 1, 2 and 3']","['丙  【へい】  third in rank, third sign of the Chinese calendar', '丙戌  【ひのえいぬ】  twenty-third of the sexagenary cycle']"
平,5,128,grade 3,N3,"{'并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '干': 'http:////jisho.org/search/%E5%B9%B2%20%23kanji'}",{'干': 'pestle'},"{'ヘイ': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%B8%E3%81%84', 'ビョウ': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%B3%E3%82%87%E3%81%86', 'ヒョウ': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%B2%E3%82%87%E3%81%86'}","{'たい.ら': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%9F%E3%81%84%E3%82%89', 'たい.らげる': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%9F%E3%81%84%E3%82%89%E3%81%92%E3%82%8B', 'ひら': 'http:////jisho.org/search/%E5%B9%B3%20%E3%81%B2%E3%82%89'}","['平  【ヘイ】  nth year in the Heisei era (January 8, 1989-April 30, 2019)', '平安  【ヘイアン】  peace, tranquility, tranquillity, Heian era (794-1185)', '和平  【ワヘイ】  peace', '公平  【コウヘイ】  fairness, impartiality, justice, objectivity', '平等  【ビョウドウ】  equality, impartiality, evenness', '平等観  【ビョウドウカン】  viewing all things as undifferentiated and equal, non-discriminative thought, contemplation of the equality of all things from the standpoint of emptiness', '寛平  【カンピョウ】  Kanpyō era (889.4.27-898.4.26), Kanbyō era', '天平  【テンピョウ】  Tenpyō era (729.8.5-749.4.14), Tenbyō era, Tenhei era', '平声  【ヒョウショウ】  first tone in old Chinese phonetics, level tone, (of a Japanese accent) having a low, flat tone', '平調  【ヒョウジョウ】  (in Japan) 3rd note of the ancient chromatic scale (approx. E), (in gagaku) scale similar to the Dorian mode on E']","['平ら  【たいら】  flat, level, even, smooth, calm, tranquil, placid, composed, stable, relaxed (sitting posture), comfortable, plateau, tableland, plain', '平らか  【たいらか】  level, just, peaceful', '平らげる  【たいらげる】  to eat up (completely), to put down (a rebellion), to suppress, to subjugate, to make flat, to level out', '平  【ひら】  something broad and flat, common, ordinary, plain, rank-and-file, low-ranking employee, freshman, novice, private', '平泳ぎ  【ひらおよぎ】  breaststroke (swimming)', '嘉平次平  【かへいじひら】  hakama fabric made from meisen silk', '金平  【かねひら】  Acheilognathus rhombeus (species of cyprinid)']"
兵,7,522,grade 4,N2,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', 'ハ': 'http:////jisho.org/search/%E3%83%8F%20%23kanji', '斤': 'http:////jisho.org/search/%E6%96%A4%20%23kanji'}",{'八': 'eight'},"{'ヘイ': 'http:////jisho.org/search/%E5%85%B5%20%E3%81%B8%E3%81%84', 'ヒョウ': 'http:////jisho.org/search/%E5%85%B5%20%E3%81%B2%E3%82%87%E3%81%86'}",{'つわもの': 'http:////jisho.org/search/%E5%85%B5%20%E3%81%A4%E3%82%8F%E3%82%82%E3%81%AE'},"['兵  【ヘイ】  (common) soldier, rank and file, army, troops, warfare, strategy', '兵員  【ヘイイン】  military strength, military personnel', '伏兵  【フクヘイ】  ambush, troops in ambush, unexpected opposition, unexpected obstacle', '工兵  【コウヘイ】  combat engineer, military engineer, combat engineering, military engineering', '兵糧  【ヒョウロウ】  (army) provisions, food', '兵法  【ヘイホウ】  art of war, strategy, tactics', '小兵  【コヒョウ】  small build, small stature', '大兵  【ダイヒョウ】  of great build or stature, great number of soldiers, great army']","['兵  【つわもの】  warrior, soldier, courageous person, strong person', '古強者  【ふるつわもの】  feudal warrior, samurai, old soldier, veteran, old hand']"
併,8,966,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', 'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '廾': 'http:////jisho.org/search/%E5%BB%BE%20%23kanji'}","{'人 (亻)': 'man, human'}",{'ヘイ': 'http:////jisho.org/search/%E4%BD%B5%20%E3%81%B8%E3%81%84'},{'あわ.せる': 'http:////jisho.org/search/%E4%BD%B5%20%E3%81%82%E3%82%8F%E3%81%9B%E3%82%8B'},"['併合  【ヘイゴウ】  merger, joining into one, amalgamation, melding, merging, annexation, absorption', '並行  【ヘイコウ】  going side-by-side, going abreast, running concurrently, occurring at the same time, keeping pace with']","['合わせる  【あわせる】  to match (rhythm, speed, etc.), to join together, to unite, to combine, to add up, to face, to be opposite (someone), to compare, to check with, to cause to meet (e.g. an unpleasant fate), to place together, to connect, to overlap, to mix, to combine, to put blade to blade, to fight']"
並,8,599,grade 6,N2,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', '二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji'}",{'一': 'one'},"{'ヘイ': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%B8%E3%81%84', 'ホウ': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%BB%E3%81%86'}","{'な.み': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%AA%E3%81%BF', 'なみ': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%AA%E3%81%BF', 'なら.べる': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%AA%E3%82%89%E3%81%B9%E3%82%8B', 'なら.ぶ': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%AA%E3%82%89%E3%81%B6', 'なら.びに': 'http:////jisho.org/search/%E4%B8%A6%20%E3%81%AA%E3%82%89%E3%81%B3%E3%81%AB'}","['併用  【ヘイヨウ】  using together (jointly), used at the same time', '並行  【ヘイコウ】  going side-by-side, going abreast, running concurrently, occurring at the same time, keeping pace with']","['並  【なみ】  average, medium, common, ordinary, mid-grade (item), regular grade, same level as, equal to, equivalent to, on par with, each (e.g. month), every, row of (teeth, houses, etc.), line of', '並木  【なみき】  roadside tree, row of trees', '軒並み  【のきなみ】  row of houses, every house, each house, every door, all, totally, altogether, across the board', ""毛並み  【けなみ】  lie of a (dog's) hair, type, sort, lineage, breeding"", '並  【なみ】  average, medium, common, ordinary, mid-grade (item), regular grade, same level as, equal to, equivalent to, on par with, each (e.g. month), every, row of (teeth, houses, etc.), line of', '並木  【なみき】  roadside tree, row of trees', '軒並み  【のきなみ】  row of houses, every house, each house, every door, all, totally, altogether, across the board', ""毛並み  【けなみ】  lie of a (dog's) hair, type, sort, lineage, breeding"", '並べる  【ならべる】  to line up, to set up, to arrange in a line, to enumerate, to itemize, to be equal (to), to compare well (with), to be as good (as)', '並ぶ  【ならぶ】  to line up, to stand in a line, to rival, to match, to equal', '並びに  【ならびに】  and (also), both ... and, as well as']"
